protocol,duration,src_bytes,dst_bytes,pkts,conn_rate,failed_logins
tcp,1.0398496030314115,2576,2636,8,1.8963739890959765,0
icmp,1.8502632069602325,3388,3580,11,2.508870541584768,0
tcp,1.9952039489224185,3394,5567,6,3.518753481661799,0
tcp,0.853979874449644,6105,4615,6,1.8534967495088885,0
tcp,0.821741687160685,5724,3437,11,1.8658380410574416,0
udp,0.574013769508347,2808,4609,8,2.316485102539695,0
udp,0.8367246937360371,2252,4225,8,1.2785616512125522,0
udp,0.2607674704178865,4418,4054,2,3.097796903771747,0
icmp,15.41044226141885,186284,178821,185,31.795523855542605,8
icmp,6.4009203580885,159477,186286,452,30.26567901924285,9
icmp,0.0,243263,214586,289,23.035024268101317,7
udp,0.5539380964877791,4618,4189,3,3.6627550059080547,0
tcp,1.2449023184001602,2207,2441,8,2.9672544339115148,1
tcp,0.5109554284705504,3909,4724,6,2.419349467613668,0
tcp,1.415413995037813,3029,3871,9,2.338806516011779,0
udp,1.0487202278393417,5480,4447,13,3.0660372971541565,0
tcp,1.527789591375825,4095,3973,10,2.018075842099977,0
tcp,0.9124971482720917,3920,4415,2,1.1460709271192537,0
tcp,1.2233736158122581,5088,355,9,2.365576825746411,0
udp,11.976184356742726,205084,133876,273,13.08481248674915,10
icmp,0.7321265614256662,5480,2025,8,2.3993441476040682,0
icmp,1.3977327938552482,3285,3780,6,1.6315273609906544,0
icmp,0.7823559444763405,5122,2044,11,2.2657281730520307,0
tcp,0.7251084614786375,4640,951,11,2.201981600016173,0
tcp,0.14046004259279832,6206,2739,4,2.0368166641236325,0
tcp,0.23593083874228493,3386,3053,4,2.3906508741280876,0
udp,0.3907189325240341,4796,4251,6,3.63362680636145,0
icmp,18.88357534667763,17495,136663,180,31.682704826494692,11
tcp,0.0,3317,4832,7,2.8152760697109587,0
icmp,1.4837165447539125,3302,4018,11,2.1985449515607733,0
udp,1.3015344753126765,4258,3208,4,2.627385838546051,0
icmp,1.182890579346217,2613,4347,7,3.9656594610394036,0
udp,1.3123921549307669,3072,2616,4,2.9449170062727106,0
icmp,0.5552260340106657,6453,4715,9,2.3223763614575788,0
icmp,0.8609238881837615,3149,4695,9,2.2715926045224295,0
udp,0.8607268305074224,2383,3561,4,2.039150508905167,0
tcp,0.7947306199659046,2392,3523,9,2.984306529866551,0
tcp,0.3800245702554028,4908,1445,3,3.0607090812634405,0
icmp,1.458387269088766,3548,3912,9,2.634453495397016,0
tcp,0.0,4247,3123,3,2.8750497714749903,0
tcp,0.0,3802,3552,9,1.9076572954025264,0
icmp,0.37659724834597574,4043,4690,13,2.9506276838548855,0
icmp,0.0,1768,4359,12,1.8394937803517966,0
icmp,0.7607343493030962,3874,3445,4,1.7265686342323603,0
tcp,0.0,3331,4455,3,2.2099827910628225,0
tcp,1.1303717699860258,1323,5501,5,2.778403264201009,0
udp,1.1043261558202646,3082,3802,7,3.4617681256978576,0
icmp,10.929549014027764,108587,261801,193,41.929159344345344,5
icmp,1.2771280557323457,4997,2063,7,1.66228915406106,0
icmp,1.1583990215229747,4393,3315,10,3.0388299154107927,0
tcp,0.9333822974383306,3023,6513,4,1.9470850110941542,0
udp,0.9932839446812988,4313,5070,5,2.069987409801818,0
udp,0.3191913012785472,2101,5426,6,2.916968637424954,0
udp,0.0,3446,5037,5,2.3931466820720892,0
icmp,0.5550490456744562,3352,4400,15,3.176265390090402,0
icmp,0.696628165714134,3803,2796,6,2.0494258702313233,0
icmp,9.51359574699628,179079,143228,330,15.589171660791347,6
icmp,0.5347087858526907,4912,4031,2,3.191895419056304,0
icmp,1.5064612825732528,2738,4813,4,1.9587850799028355,1
icmp,0.6823189317998213,826,3471,9,2.556545697043756,0
udp,0.45163661259191906,3755,4699,1,2.7284540629191807,0
icmp,0.0,5707,2227,4,3.237260767910126,0
udp,0.0766587776975668,6226,3667,4,2.9242967783043716,0
icmp,1.0051602788596021,3378,3368,7,2.2254132074965285,0
udp,0.6302552196170399,1171,3354,8,3.5949782348449375,0
udp,1.2476865268895903,3622,4621,9,1.9912254054250584,0
icmp,21.63570481121062,138002,232477,438,30.119958423605034,3
udp,1.1070396852197315,2481,5351,6,1.9378166806200998,0
tcp,0.9043852910075446,4129,5074,14,2.5331741332372446,0
icmp,1.052791700957546,5336,3336,9,2.115141782949974,0
udp,0.0,4193,4045,8,2.6379150686735136,0
tcp,18.609602215777606,114010,137050,430,34.313306368970046,1
icmp,0.8848700402846525,4037,3576,8,2.137415938468535,0
tcp,6.184148259855299,246261,201386,419,32.82456579230067,9
udp,0.5705379498564984,2331,2571,5,2.6705080681298607,0
udp,0.7172946314042196,3791,2805,15,3.838035618814245,0
udp,1.247090026471387,4075,5288,4,1.1918184850152127,0
tcp,0.25609758906601865,5908,3106,7,3.0925989101386913,0
tcp,0.9581383652009902,4572,3748,6,3.4508818515271775,0
tcp,0.8064629490975384,5490,5840,11,2.7093349142332235,0
icmp,0.7751443144743416,2368,3865,10,3.5949674341946976,0
tcp,0.3501252391099704,3381,2529,12,1.7252605978897417,0
icmp,8.988811454649527,187409,251285,293,18.126094242502813,6
udp,1.3000615777103475,3034,3580,9,2.295741655762084,0
tcp,2.100434063211742,2536,4805,10,3.424884102384574,0
udp,0.016824565797502578,5941,4398,7,2.192603480623865,0
udp,0.862588987297159,5280,5325,5,2.218084051561602,0
icmp,10.971151192098887,7453,233118,218,37.29009513904338,3
tcp,14.799554137790725,103680,288060,182,4.206903873683622,11
icmp,0.6756417183757959,3748,4052,8,3.1254585585389654,0
udp,0.652436418738223,3121,3434,6,2.5796399450915715,0
tcp,0.4349770193714627,5165,4654,8,3.0579773645322326,0
tcp,0.4991926122282249,3731,3707,6,1.6806765243022168,0
icmp,1.6651151576204186,5033,4731,10,1.9280687313264577,0
icmp,0.46996646269841275,3389,2499,6,3.5195091405066825,0
tcp,0.8034439185141463,2950,3376,7,1.936940678823857,0
tcp,1.5486389368115658,5558,5286,6,2.498561911061165,0
udp,0.5820460366806398,1428,3546,12,2.6143891670458,0
icmp,1.349364150572428,5637,4943,6,2.0219556894243094,0
icmp,1.236663737130403,4611,3808,5,2.245276301202865,0
udp,2.0080519553643397,4253,4197,6,2.95302576103761,0
icmp,0.12456451023263859,2148,2855,12,2.2778479265578784,0
icmp,0.5988234896608895,3444,4867,6,2.1018067264784444,0
icmp,1.4335812937568595,3625,3942,5,1.9005969557688278,0
icmp,0.7196479406202169,6733,2777,7,1.88489475182933,0
icmp,1.3732646979137455,5899,3182,8,3.193394202213857,0
tcp,0.5789328798251849,4799,4952,9,2.54848857301174,0
tcp,20.883668436193183,112912,96129,359,28.2207513011426,6
icmp,0.09826668474614841,4765,1189,10,2.0452572856024123,1
icmp,12.5342122227129,144852,259988,232,14.838924706471012,1
tcp,0.8448324168556002,3956,3079,8,2.229152846099289,0
icmp,0.42178831564751806,4163,5616,11,2.1519363029416154,0
udp,1.983006402301842,2902,3632,9,2.4832906821198155,0
tcp,1.0016762022165997,5366,2967,11,1.5996935724704398,0
icmp,0.7481623525988179,5290,3673,6,2.807173787666782,0
tcp,11.730627494462151,83434,98623,441,43.35562536976798,1
tcp,1.0241030112434526,3026,5033,3,3.2162766900873354,0
icmp,1.194219175301249,4689,6100,13,2.532294071366155,0
udp,0.21559722150134641,3912,4785,7,2.1050290407594865,0
udp,0.9251407552567267,6738,4500,6,1.143589372486785,0
icmp,1.015782299060624,4112,3039,10,2.5746308682899075,0
udp,2.131415254961351,4993,4849,10,2.510800719222143,0
udp,0.5919439226451153,4418,3731,7,2.461748777696906,0
udp,1.2601755215634,4425,4111,7,1.974488296859985,0
tcp,1.3258275840149225,5184,3100,8,3.312601718154788,0
udp,13.84297019259666,78438,318240,279,16.556684922408557,11
tcp,0.8771854294424357,102,4955,9,2.2770619935027088,0
tcp,0.4618417420845119,4577,1556,3,1.5433999208689193,0
icmp,1.3240661136148297,3540,5015,11,3.6969781797678216,0
udp,0.6104112884311346,1849,3349,8,2.597759318626364,0
udp,1.0264025331180435,5018,2931,1,3.4938305734466732,0
tcp,0.39410267550952716,5586,2536,4,2.3355513873558875,0
icmp,1.6732072805154776,2116,1570,7,2.1177979022204045,0
tcp,0.7946587738937289,1456,4262,11,2.421838426640838,0
icmp,0.0,4175,3720,4,2.815415392336181,0
udp,0.5405664732762097,2878,3269,8,2.761791490827884,0
icmp,0.4555845956092201,3363,4611,9,3.944652569399361,0
udp,1.0811663978175,3315,5520,7,1.8935177355287673,0
udp,0.8077283204540526,2288,5332,10,2.9517795724804747,0
udp,3.144796060731876,288178,90398,233,11.521963895595412,2
tcp,0.9583318479742511,2415,3748,1,1.1154654194858287,0
tcp,0.0,2309,2902,3,2.6075104119599777,0
tcp,1.071062517598444,3934,6551,5,0.4898628434292327,0
udp,0.37530567996342634,5195,3617,5,1.5889959717741222,0
tcp,1.416463854804583,2270,2130,7,1.964773750650553,0
icmp,1.7759452250539034,4031,3793,9,1.1411225344435292,0
tcp,0.8731832458593114,3514,3921,10,3.0020702723870287,0
icmp,1.469009042785451,3863,4295,12,2.2272678367865377,0
udp,1.1821551836132205,1330,3868,15,3.04715483355121,0
tcp,0.0,4402,3792,5,2.445364525408136,0
icmp,0.9028437297913995,5204,2995,8,2.903616602386076,0
icmp,0.5502667950797134,4295,4625,8,2.307216216278592,1
icmp,0.19483806770625522,5179,4230,9,2.3585370073853262,0
icmp,0.7989579978055977,1924,2173,5,2.299560472019249,0
udp,1.0244796824712827,3985,5220,5,1.8975900528592526,0
icmp,1.3490938124801857,4344,3902,6,1.3720352574203756,0
tcp,0.6580310977971361,3704,6058,5,2.671267975536567,0
tcp,0.0,5283,3715,4,1.1891824607065058,0
tcp,9.07214904380747,229584,170008,226,35.922762004805804,4
icmp,0.39167377752503757,4446,3245,8,3.6106725473497487,0
tcp,0.20747082485925217,3540,3373,8,1.6440312862361144,0
udp,1.3684471455349774,4754,3298,4,1.7091277536084961,0
udp,14.607368688488206,145505,202330,107,19.155092107806045,8
icmp,0.44667851644355255,1478,3924,10,2.9858346282095205,0
icmp,0.9085013405497817,3166,4987,4,3.2813195802431796,0
icmp,1.454340715351707,3404,4340,1,2.237863662252135,0
udp,0.458800486848101,3783,3452,4,3.0448668968012824,0
udp,1.4368161985428727,4258,3473,6,2.506002375824606,1
tcp,1.3181102595796932,3553,5613,9,2.843298160108069,0
tcp,1.0644984177405106,4853,4851,9,2.8031659899497035,0
tcp,1.3943318402990204,1208,4000,7,2.999765580922811,0
tcp,12.732722964204546,190274,195320,236,21.409544952414812,4
udp,0.22604423079426827,4285,4212,5,3.356001874605924,0
icmp,0.4732740169559808,4011,3879,11,1.2192061116542041,0
icmp,0.6404360165489709,3298,3963,6,1.8226998797439788,0
udp,16.293351131323867,153026,85781,146,25.92403521023457,2
icmp,0.2265035391979603,5698,2993,12,2.108017047621689,0
tcp,0.7566815096214746,4389,4099,8,1.618037750987082,0
udp,9.729675119349173,258634,164986,451,20.45607572158383,1
icmp,0.696765061089329,3743,4394,7,1.6800447465978599,0
icmp,0.6839428140360091,5298,3069,7,3.010339925360909,0
udp,0.5402307803860344,4142,2324,10,2.631764432715011,0
tcp,0.4632177405481138,5151,3169,5,3.3765197836676863,0
icmp,0.8320567164291616,4386,4517,9,2.2789058418096495,0
tcp,0.7160944621749765,3693,3867,8,1.8490152536284763,0
tcp,0.8872945934615211,4759,3467,9,2.896463395477139,0
tcp,0.7360036058834238,3901,5615,4,1.7205056756352008,0
udp,1.1008328949734034,2986,3852,8,3.5803237728639288,0
tcp,0.53928447815456,3720,3286,15,3.0480028059303668,0
udp,0.7963445010869834,3845,3661,10,1.5792971319548186,0
udp,1.0052410936686837,4547,2111,11,2.269631611899501,0
icmp,0.0,4238,3332,1,2.32918048208,0
udp,1.0421037211525486,5605,4934,5,4.021666525681368,0
udp,0.5084923608438239,4958,2054,8,1.1872585796426984,0
icmp,0.6863675741527401,5053,4063,11,2.2312231347917106,0
tcp,0.0,3257,4169,14,2.0349430429017707,0
tcp,1.243279748144766,3112,2938,8,2.4078581956656984,0
udp,0.477367581704053,4466,4465,8,2.8440559290279253,0
tcp,0.7130682810210002,6650,4551,8,3.167059103261455,0
tcp,0.6522626681424424,5450,3822,1,2.1781412810305567,0
udp,0.6742675921067771,2129,4618,9,2.0530226586315035,0
icmp,25.73935424190118,90204,154811,285,33.65242076108458,6
tcp,1.856410316809708,3550,3633,5,3.396716414714475,0
tcp,1.1912058317073373,2065,3506,7,4.096729620629974,0
tcp,0.2151597548713542,3561,3742,10,2.5194967836964866,0
udp,0.9017912099755021,4640,3504,7,1.422486715937753,0
icmp,0.23682253768955297,4454,2074,5,2.747112181351789,0
udp,1.0359525161376557,5952,4256,9,2.454778383953581,0
tcp,0.7447519799533121,1816,4426,7,2.5506979026049086,0
icmp,0.8481959404033964,5909,4283,6,2.5800689136873842,0
icmp,0.0,1915,3690,8,2.8845115566556965,0
udp,1.098226380664905,3189,2832,2,1.921030802218143,0
icmp,1.1812661728181828,3475,1826,11,2.362195276700226,0
tcp,0.1359109330106022,5374,4620,8,2.0791623992135384,0
udp,0.8432192949759749,3348,3951,4,2.4419920725206077,0
icmp,1.1656505524606429,3380,3961,9,1.455233802642564,0
icmp,1.0009106734835025,5164,1928,7,2.452308496720637,0
icmp,7.710468171553438,55017,286829,68,0.01,6
icmp,1.4069398646654148,1944,3948,6,2.391032841943696,0
icmp,0.06974269584138781,4400,3713,9,2.547007057524282,0
udp,1.242571190797427,2614,5391,9,2.434684781459464,0
tcp,0.25131903332187056,2839,938,10,2.6289190294008336,0
icmp,1.5731149836850236,5596,3583,13,3.2640093637839476,0
icmp,0.18130971183880606,4968,5918,12,2.664606459662942,0
icmp,1.2937692096903726,6747,3330,11,1.2770120005465555,0
tcp,0.0,204973,208460,229,31.056637491002384,9
icmp,1.1834544870210566,4232,6490,10,2.4709450701506626,0
udp,0.9164116358423458,6385,3488,9,4.062640452004163,0
udp,1.2901562414700072,3781,4403,6,2.7043776990757853,0
tcp,0.8091854417749884,4382,3209,8,2.611304457296396,0
udp,2.142961046775775,3649,4578,8,2.48663707140661,0
icmp,0.0,2324,3712,13,1.4250422376694334,0
tcp,0.40798952155521306,3192,2507,9,2.06958341620835,0
udp,0.7208676494878836,1456,3143,7,2.5629722476836383,0
icmp,1.400795366573613,3834,6032,10,3.1449708850788616,0
icmp,0.21349703684648635,3258,6273,13,1.9729221404279373,0
icmp,1.0261816621882651,2430,2984,8,2.7843781730232844,0
tcp,1.3130841634047914,3133,2272,9,1.5092256074951291,0
udp,0.0,4113,2668,6,3.7010650332718527,0
udp,0.6034720985216557,2852,2789,3,2.0887421620430837,0
icmp,1.2603952047334401,1745,4171,9,1.56758250065054,0
icmp,1.3393046879531059,5085,3377,9,2.5269236099217105,0
udp,1.624149124076703,2274,3762,9,2.339441605906236,0
icmp,0.7023941323845216,2530,1793,10,1.9889617916201185,0
udp,1.135739561309793,2979,1884,6,2.331264854558878,0
tcp,0.9464056242240585,1425,3252,6,2.383925786464884,0
udp,1.7438283373447825,1778,6343,11,1.5687810913923292,0
udp,0.5837204302299432,3834,5819,1,1.9528772475264051,0
tcp,1.298227813864333,6264,4264,6,3.104078978875152,0
tcp,0.9292789612229811,2192,3598,9,2.548002847209248,0
udp,0.8252422653160586,4247,3041,5,1.81425995665077,0
udp,1.510113876822754,2245,4018,6,2.5376636470407936,0
udp,0.06034892829944172,2537,4990,4,3.019533682889658,0
icmp,0.11111090888419262,4104,4503,7,1.4062504668895577,0
udp,17.266293325483918,141199,326905,395,19.24720238557579,4
udp,0.8074630544286509,4547,4107,9,1.542371743684731,0
udp,0.4748910597854602,5090,3348,8,3.5154411041495788,0
udp,1.0307084132810698,5500,5765,6,1.9675804096097531,0
udp,0.2909013044463289,4651,3907,3,3.1413183491898717,0
tcp,0.8232920370608036,5568,4627,11,1.5849651536504668,0
udp,1.254658362171965,5019,2199,8,1.603371288718606,0
udp,0.22673668562358473,5027,4808,9,2.0790357321332986,0
icmp,0.23252616642049706,5242,5583,5,3.6003020640781216,0
udp,0.0,7267,3283,2,2.778681913518283,0
udp,1.1450578648894034,3863,2201,10,2.154399162386828,0
icmp,1.3200810108721155,4642,5398,7,2.3742540096191953,0
tcp,0.0,3814,4205,11,1.6841022232209446,0
icmp,0.0,219069,210279,382,44.00089380943433,6
tcp,0.44732887775119357,3211,2911,3,3.3047695540527418,0
icmp,1.2846990231023843,3961,3366,10,2.8651680614625303,0
icmp,0.3361504811168427,2505,4365,9,2.3481639515811468,0
udp,0.8964316688795827,7788,3865,11,2.085798546626629,0
tcp,0.38223081730932545,4113,5104,6,3.0294991097097874,0
icmp,1.588139196562318,3829,3714,7,1.845631960553174,0
udp,1.5901593592301175,7223,4714,4,2.3067111248090826,0
tcp,1.0934730177517535,4987,3274,6,1.9096533724870464,0
udp,1.0561838859217905,6255,3726,2,2.173300026895979,0
tcp,0.696878136346283,4416,2642,6,2.8972184413253506,0
tcp,1.211957679944427,4065,2756,7,1.6159792527156966,0
udp,1.025850180314426,2271,3457,9,2.390086533715539,0
icmp,10.543566332100466,166805,346591,470,47.602744890735046,12
udp,0.9228222513553638,4351,3927,4,2.131165504984646,0
udp,1.014764569584949,2441,3169,14,2.1213086824857266,0
tcp,0.7164454699215473,5158,5073,7,2.539591059129056,0
icmp,0.23727150868669755,3525,4528,8,2.741349899901113,0
udp,1.7362211118817266,4200,3887,1,3.044388585894805,0
tcp,0.49622804466990555,3772,5960,12,3.5600278976760302,0
udp,0.5428817120039304,3124,4370,9,4.315862423620517,0
tcp,0.8278609728609803,5817,3584,6,2.0096599470055523,0
tcp,0.8472359227716487,1387,1709,5,3.0472356740240976,0
udp,0.0,5525,3575,3,2.158222858818382,0
tcp,1.6087402573276441,4401,3708,11,2.1946369296118546,0
udp,0.3566608286039668,4586,2544,6,2.2953966138007242,0
tcp,0.9769853401356112,4865,2296,6,3.131698153846723,0
tcp,0.542947263377469,4118,3995,8,2.9009731948468604,0
icmp,0.6791951932135659,3998,4873,5,2.554002882381169,0
udp,0.3762547406273732,3536,4213,8,1.6142665630764677,0
tcp,0.8644585956578064,5921,2115,7,3.1899278994496547,0
icmp,0.3477363054590326,5437,3836,12,2.584856030069119,0
udp,0.25337594079761805,4012,4409,4,2.855119647984828,0
icmp,0.0,230068,245460,357,37.26630534547794,4
tcp,0.34250581016806153,2274,2225,6,2.686334201007688,0
tcp,1.012861050867689,3697,3611,11,1.0696776134070016,0
tcp,0.8969875321896018,1616,5070,8,1.6484064282229502,0
tcp,1.6818435952104576,5216,2806,8,3.0536553569278113,0
icmp,15.289463494863604,127227,359397,167,23.620724435853447,4
tcp,12.507944453877247,214475,193510,148,26.395934911193077,7
tcp,0.2779705072285612,4177,1056,8,3.523951775273184,0
icmp,1.4072528875900203,3896,5103,7,1.6347169251137936,0
tcp,0.14843548160425069,1753,3335,10,2.62792698692405,0
udp,0.7157851649001431,3957,3982,6,2.8350952775777305,0
tcp,0.7825364844346016,3229,2345,8,1.432137602391728,0
udp,0.49072538286489825,1887,3394,9,1.8040845129118108,0
udp,0.0,4978,4274,7,2.807058159740522,0
icmp,0.9058770373788099,6011,1065,6,3.411925193334094,0
tcp,1.3226168866389214,4809,3108,6,2.517180395028194,0
udp,1.5387224681415563,4661,4434,6,4.194295038027706,0
icmp,1.1103247481248362,4334,2468,12,3.039691191726784,0
icmp,1.3648716351837424,4945,4208,9,2.9549276762900702,0
tcp,0.8270894118825011,3131,4676,9,3.526962081655455,0
tcp,0.02319961780550439,3851,4104,4,3.4618887961330342,0
icmp,0.611981548221563,4903,3698,8,2.5174819302507885,0
tcp,0.0,4448,2806,5,2.5030946754784815,0
tcp,0.5785332171895059,4076,2128,8,3.152862864392163,0
udp,0.9376489344132641,5711,3000,6,4.3642131580344286,0
icmp,1.3311670922981953,525,2846,10,1.384813771388291,0
icmp,0.6948462611417974,3334,4057,5,2.388490446455612,0
udp,18.5232293705091,203635,211476,206,46.679857532445936,12
udp,0.09261903326712928,5103,4088,6,3.0218187365296463,0
tcp,1.0622042561452383,3448,5972,3,1.1775388704737446,0
icmp,1.5170622702752004,4820,4137,10,3.658262357600273,0
icmp,0.050032093074064754,3075,2874,12,2.359022180874441,0
icmp,0.901971570096057,4748,2852,9,4.017055277124365,0
tcp,1.7727232896006742,2801,3403,4,1.9055696795961605,0
icmp,0.5771748122477227,4124,4196,15,2.383982117380902,0
udp,0.37703374390729794,4653,3751,8,3.168791151031094,0
tcp,0.15496284280490646,5488,4521,3,2.705708522676558,0
icmp,0.4193854990575826,2176,5550,12,1.458087886395278,0
tcp,0.12931250459781118,6666,3952,5,2.4752431854244943,0
icmp,0.906461562917012,3643,5636,4,1.7366084470018528,0
icmp,1.435857188582459,4616,3285,9,2.15434346712935,0
icmp,0.02148431935911921,5250,3733,8,2.4403369435674707,0
udp,0.0,6648,5193,10,3.9998289822922963,0
tcp,1.6258954263454917,3837,2273,8,1.9289557095396113,0
tcp,0.8167835249433131,3207,4490,5,3.156191478744154,0
udp,0.3737258078658244,3099,3827,8,2.282831054959174,0
tcp,0.5393068763905087,4684,3569,7,1.7692612384515014,0
udp,1.2709594602681042,2934,3250,5,2.8742997396118106,0
tcp,1.5867252743307558,2689,2967,7,3.5089459158196004,0
icmp,0.5285555580810617,3386,2325,1,1.4968416781591622,0
tcp,0.8792523169059805,3601,4797,8,2.078884076663024,0
tcp,2.0066808330414254,4114,3468,7,1.1012267792512773,0
icmp,1.585673457382537,4666,5513,7,2.5157293593790193,0
tcp,0.7208152969087507,3495,4229,5,2.2349876089024923,0
udp,0.0,4689,3696,12,3.1438725708833877,0
tcp,1.41637482710024,1551,4679,9,3.5626566018387025,0
udp,0.4483336075837693,4519,1866,9,3.4933117058929,0
udp,0.8014446723552648,3529,4198,7,1.6252060454999504,0
udp,0.6652730495767458,1504,3249,11,2.809686513507539,0
udp,1.0586774763048559,3202,4622,4,2.1408497305058267,0
icmp,0.5205984420278749,3536,2840,13,1.9450267986239178,0
udp,6.901599643895868,258275,129734,332,15.131721635575024,8
tcp,1.9870768365521791,2670,3178,8,2.8343296325428344,0
tcp,0.4017940861163497,3694,2876,9,2.018138720904872,0
udp,0.7622728907212679,2655,2848,7,3.5792729854250718,0
udp,2.1848278137985417,3485,2926,6,2.2231367042190833,0
tcp,1.0243372928208423,2989,3240,8,2.071801291713691,0
tcp,0.9543534249693318,4191,2410,10,3.1758098733548703,0
tcp,0.5128325086273644,3798,4262,6,2.708185321471122,0
icmp,1.5619826892884148,4888,3670,2,2.7302603231059797,0
icmp,1.284120551181482,2041,1786,7,3.8192235909465646,0
udp,1.0972132992290073,4174,3680,9,2.914250483790534,0
icmp,0.5943997886024436,3719,5171,8,3.7045909758944804,0
udp,0.9661988132305589,3785,5658,9,2.1588035546515054,0
tcp,0.37998443788240666,4864,4295,11,2.7774037469996675,0
icmp,0.9345741961264018,5017,2732,6,1.8437614244648972,0
udp,0.0,2480,3694,7,2.2392943447189104,0
icmp,0.5003468418394514,1196,4214,8,2.469013558885163,0
icmp,1.6726788865483604,2686,4871,12,1.9966939292349866,0
tcp,1.13502555738051,3679,3292,8,1.8263481418028933,0
tcp,0.1531986410073337,4513,3344,5,0.6335723548696746,0
tcp,0.6299215281216565,2060,3986,5,2.953580793308685,0
icmp,0.3665138698844876,4533,5109,13,3.0417791623952017,0
icmp,0.0,3174,4263,5,2.7948090069578395,0
udp,0.0,4491,480,7,2.1278120855087588,0
tcp,0.9002570638872405,3425,2631,10,4.018539619561898,0
tcp,0.33066911734638565,5954,3144,12,2.0021419962503395,0
udp,0.413397263397661,4764,5030,4,1.8515178076854424,0
icmp,0.0,6144,4823,7,2.24364343939932,0
icmp,0.6786414188458472,5742,3710,9,2.3587876889277255,0
icmp,1.5604444948485718,2514,4440,6,1.4487991278254368,0
udp,1.0732527621014285,2580,4333,8,2.5601150150034884,0
udp,0.8520310228569902,5174,1718,9,1.5239586777857994,0
tcp,1.1437231142975213,4270,2975,6,2.411547115800157,0
icmp,7.030597630795128,205660,225881,299,36.83544465167692,10
icmp,1.2519365784281629,3561,3741,13,2.8122351372110566,0
udp,0.8399350137585602,2687,4655,4,1.8983573927522164,0
tcp,0.3010549401557544,3144,4668,10,2.409281579944632,0
icmp,1.2229102452252807,3391,3539,7,3.1366145497552047,0
tcp,0.1504261886349526,6413,3970,8,2.8864368570278884,0
icmp,0.8566708551613568,4821,4095,1,2.608488509021246,0
tcp,0.5091352850188622,2846,5063,3,1.795610760231476,0
udp,0.14041399069305294,5675,3356,4,2.2738166823517925,0
udp,0.9107376490171151,4575,5988,7,3.715607651491795,0
udp,0.7749987771395818,4018,3414,9,2.6027975362986986,0
icmp,1.3095058654164826,5457,4532,11,2.174442219866084,0
udp,0.7782665235991592,3144,4445,4,2.796888349448217,0
icmp,1.6011313562316651,4013,3988,13,2.2684686367753417,0
tcp,1.0525540536609943,3633,3978,1,2.3783669029710337,0
icmp,0.7568119275667766,5882,2066,5,3.089187027959149,0
udp,0.7143882376355652,3608,2526,9,3.629357982812949,0
udp,0.6791482212461458,2751,5426,10,2.2965674256467454,0
tcp,0.43251589862637435,4181,3566,9,1.7991232158829122,1
udp,0.6457695890756807,4407,3254,5,2.396202859282575,0
icmp,1.2017242773273038,2245,4168,2,2.7674377234713123,0
udp,0.8473615438736759,5095,4807,14,2.0904245057422086,0
icmp,1.8848641477236303,2294,4275,7,0.9583966133026949,0
icmp,1.49464329047233,2020,3058,3,2.9417342908649617,0
udp,0.6782331314171656,3140,3704,8,1.847668701135068,0
tcp,1.1696482386422087,2682,4396,5,2.648553131138607,0
udp,0.37465914265412953,5796,2071,8,2.6848473661759287,0
icmp,0.10374539405923922,5443,3667,5,2.441594325394508,0
tcp,14.20669034908422,293881,293000,338,25.599344732236517,3
tcp,0.6937276799001825,4331,4232,5,3.402246639234734,0
tcp,14.828161970204883,269195,445214,278,33.43351958536516,11
tcp,0.5959804647064311,3072,2061,10,2.829672559652147,0
udp,0.6163117314678199,5728,3397,12,3.9708162603647805,0
tcp,1.0839113356980772,2720,2049,10,2.8806880889643827,0
udp,0.5467885802314609,4163,2756,14,2.409424964222609,0
tcp,1.058847080341072,4708,4390,6,2.251937569095573,0
udp,27.134601417470325,129619,185109,370,31.11200729500765,7
udp,1.6873966549007395,1757,5578,11,1.9882616890302613,0
icmp,0.27026067749857907,3811,5033,8,2.0952370282359163,0
tcp,0.9799363274815001,3126,2510,8,3.080599110993541,0
icmp,0.12216997586492029,3698,3023,6,2.4265124429978915,0
udp,0.7165697486890168,2641,1944,4,2.424280979417976,0
udp,1.5128281654119813,6649,5965,5,2.5005578234348134,0
udp,0.3372419292203059,4869,3108,12,2.7521001062248955,0
tcp,0.9315838855227393,5119,3534,6,2.8404177577186664,0
udp,1.3948682408429498,5202,3622,8,2.5742752288083457,0
udp,0.16933155641274422,4509,4284,6,2.409561778782208,0
udp,0.0,5809,2791,12,1.3450210888420089,0
icmp,1.672896587752823,5236,4538,9,2.6798637220129105,0
tcp,0.8947335682013323,4339,3941,6,2.326070336016168,0
icmp,0.3248785834914916,2408,3636,6,2.5248572835882515,0
udp,0.487248423226927,3743,1462,10,3.766728138890445,0
tcp,0.16815806812592893,1937,2861,3,1.8782502185848597,0
tcp,1.2169889748805374,3720,3239,9,1.5556117355942534,0
udp,11.26935300801184,187081,305779,188,36.95826312218081,1
udp,0.8382369216973315,2139,5689,6,3.1449425583717545,0
tcp,1.1458576523304629,3315,3418,13,4.114885697402402,0
icmp,0.9906425151380326,3622,3109,3,2.241403943168046,0
udp,1.4987623643345118,2764,4487,6,2.9545438537141875,0
icmp,1.4862023747407354,4057,4371,7,1.5658543372566411,0
tcp,0.1517545733282476,3506,4292,5,2.112189637797011,0
tcp,0.785242325254601,2766,6350,9,3.3635362733657335,0
