protocol,duration,src_bytes,dst_bytes,pkts,conn_rate,failed_logins
tcp,0.7107091304318288,3606,5805,2,1.228886127838441,0
tcp,0.6139146592853978,3718,4192,3,2.519256167998854,0
tcp,0.3379304922955305,3997,5139,4,2.756606319139338,0
udp,1.3684845834552288,3045,4632,12,1.9455395700720803,0
tcp,1.3270149915272236,4675,3463,4,2.694093886383139,0
udp,0.17125263526836265,3300,2823,13,2.252922750322614,0
tcp,0.09695799376504721,3318,4308,8,1.5019964783355566,0
icmp,14.911056175082532,89541,39723,298,40.732673271343344,12
icmp,0.841662706588649,2713,5196,8,2.0499625871788356,0
tcp,1.2590230004201781,4084,4656,4,2.0896030235549143,0
udp,0.0,1778,4245,11,2.1360670414952083,0
udp,0.7873068052100713,2816,3903,2,2.8470513309644363,0
udp,1.3675008140764344,2615,5160,9,3.1442143797299105,0
tcp,0.6928153484360559,2448,3707,12,1.9231234566743725,0
udp,0.0,4072,4068,9,2.1910792555144267,0
tcp,0.1864780174195213,2439,3657,9,2.8259819039714156,0
tcp,6.512163197713135,176528,118192,213,29.296396057840838,1
udp,1.6191484830362326,2416,1372,7,2.6009133962254536,0
udp,0.9044940709165694,4990,2663,7,3.6306116006747975,0
tcp,1.7503012941251588,2985,3196,8,2.4594642901895605,0
icmp,0.9677112242795158,4084,3312,6,2.5652051564492235,0
tcp,9.901023410624141,42091,254480,206,13.464206892447674,12
tcp,1.187936999974816,5267,4226,11,2.5149081566863294,0
icmp,10.334102514960444,112897,87575,214,13.858920515761703,4
icmp,0.2030697510993017,4957,5169,14,1.6697492362124682,0
udp,0.514189530080385,5125,2952,6,3.004758999202819,0
tcp,1.7956895519867118,4754,2907,10,3.2375202396631906,0
icmp,0.6382456085894813,3017,4384,10,3.6292392112469103,0
tcp,0.5460834033872088,5098,3713,6,1.403232429412034,0
udp,0.0,4390,3620,6,2.0615358363971588,0
udp,0.1941549067525551,4994,2330,9,2.236822318873465,0
icmp,0.611487795781649,2663,4636,6,2.758684455042575,0
tcp,0.38787825109973484,2906,2989,6,3.0768357601309986,0
tcp,1.9683673321445159,5993,3616,6,2.449207746327866,0
icmp,1.5839572718316002,7029,2664,6,2.3560038870127813,0
icmp,0.7074984004510808,3218,3230,11,2.8143153026645025,0
icmp,0.9080330696980466,5180,2036,1,3.1157180544140264,0
udp,0.7092968952787463,2740,3447,6,2.303334269032397,0
udp,1.2974550189639653,4675,3659,8,3.88693433951633,0
udp,1.2724019291927782,3822,5916,8,2.22745881871273,0
icmp,1.3642858945171104,4338,3502,8,2.613210910566887,0
udp,0.13877108831285256,4157,4207,5,3.6251229299184793,0
icmp,1.189858178218455,5908,4033,8,2.985002331672688,0
udp,0.9752707609139948,4308,4262,8,2.261460486103985,0
tcp,0.0,3034,4976,8,2.18684574671537,0
icmp,1.5594068436305677,4084,4779,11,2.4072339387453594,0
udp,0.7860045957689815,794,3899,4,2.657804034774428,0
udp,0.5610410279750506,3295,4237,11,0.8651089374998289,0
udp,1.1291115025462826,3385,4296,10,2.4465470333843076,0
tcp,0.8013387792583039,3252,4963,6,2.756713806250203,0
tcp,0.9990563670952249,2913,1905,13,1.7881986937125425,0
icmp,0.3027527906973585,5644,3562,12,3.046119231802227,0
udp,1.1389244118986017,5394,4879,7,3.0117234206634405,0
tcp,0.6285537952526552,3231,3750,3,3.3086052124723024,0
icmp,0.0,2189,4615,11,2.3371074732116632,0
icmp,0.8798755536767291,5326,5772,14,2.7010433409144436,0
tcp,1.115738121778071,3585,5243,4,2.7721921292050546,0
tcp,0.7329964854502573,5336,5477,2,3.4715096731729,0
icmp,0.9347755498253325,7108,6983,4,2.401628994498778,0
tcp,0.10647678749573974,2302,4387,4,3.4483222257237878,0
tcp,0.7318404182255975,2322,3468,8,1.9469789072216805,0
icmp,0.31263606743206057,4428,2532,8,2.4387419323910797,0
tcp,0.4069862713580036,5833,4883,9,2.0973556689848083,0
udp,1.2668435313033006,5427,4059,9,2.5454027025357946,0
udp,1.258270018250652,166034,194251,301,35.71816297893521,10
udp,1.138560219944205,3243,4291,7,2.8061802939780653,0
icmp,0.8088853261064602,4422,4707,6,1.8771317502928921,0
icmp,15.300416068257036,137095,146180,285,43.21495009449467,5
icmp,0.8920277302429118,3445,6367,9,1.834181138033237,0
udp,2.1482753001562767,5058,3125,4,1.7258304001601115,0
tcp,0.5366878661402527,5794,3527,5,3.0989359891562245,0
tcp,0.4193195198256332,5347,2740,6,2.1449167117128605,0
tcp,1.296688185454561,3303,3102,4,1.2392613201175715,0
udp,0.28072213269326773,3820,5038,6,2.9131757257411857,0
icmp,0.9123746239979172,2910,4171,11,0.8423884050592951,0
tcp,1.031788272525958,3318,4147,5,2.9333088958609372,0
icmp,0.5661112838587221,3065,4114,8,2.6443955088732922,0
tcp,1.2867176519638106,5162,4656,3,4.302938578277979,0
icmp,1.1058578161195307,4361,5046,10,2.8402419407809827,0
udp,0.8532256831252433,2900,4394,11,1.9276006905765166,0
tcp,0.5427268281982185,4515,4738,8,2.518002120460739,0
udp,0.18371667058722663,4233,3863,7,1.8198238665916184,0
udp,0.09612639921460242,5438,4418,10,0.8239624278707616,0
udp,1.281077193408613,4487,3631,5,3.5156790951221337,0
tcp,0.8254713061338116,4643,3634,7,1.2051806415894852,0
icmp,1.516341044615682,3341,3008,9,2.233627537405407,0
tcp,1.4498346393323063,3858,4138,7,2.684984532165314,0
udp,0.0,4576,4317,12,3.3315706400534557,0
udp,0.8949741886340875,2213,3743,8,2.057180042394572,0
udp,1.349882727694367,2550,2906,9,1.8525312237648137,0
udp,1.6605476537078476,4735,3971,7,2.974469283555841,0
udp,0.8045798968189131,4683,2398,8,2.212442972212666,0
icmp,0.003881512031521317,3446,3405,10,3.2922013595191375,0
udp,0.5409271216276097,1799,2993,8,2.6442838358780136,0
icmp,0.7242246242864651,3761,2270,7,1.2964864967528453,0
tcp,1.1146654258903335,5490,3723,6,3.0955751142684975,0
tcp,0.0,2455,2961,1,2.2734595284689485,0
tcp,0.6033221653607477,5062,2701,8,3.5035101200030656,0
icmp,1.6603503870992957,3099,3550,7,3.840198400873111,0
tcp,1.1682558326381098,4941,5855,12,2.6135879750923245,0
tcp,0.700761489722632,2522,5694,8,2.934788409198353,0
tcp,1.2129627546474797,3417,5201,8,2.977679967867693,0
icmp,0.46430750719752983,4223,2667,5,1.9661003716371352,0
udp,0.4403088941379992,2569,2814,9,3.03743564935414,0
icmp,0.4422873517977618,3974,4469,9,1.2109309470254042,0
tcp,0.9256708731209071,3392,5077,7,2.7839379663244257,0
tcp,1.251522726499346,2375,5788,12,2.718033600482312,0
tcp,15.369300060756247,170567,94583,203,20.58240889198307,6
udp,0.3162154760986765,5222,3583,14,1.332429896466634,0
icmp,0.8191347940072919,3881,4400,2,2.0487312598305065,0
udp,1.0263695495531644,3009,3439,6,1.9392520330266225,0
tcp,0.9379700119853562,4345,2975,10,3.4040185268335974,0
icmp,0.64765953036679,4340,5768,9,3.018197162122549,0
icmp,0.8656073044767753,4781,4421,1,1.4430586835082193,0
tcp,8.927957240853708,121853,70508,289,18.768088163919124,8
icmp,12.692600990614071,100408,100985,347,36.99862411746231,4
tcp,0.9632439771181716,2641,5816,12,2.0442387612689674,0
tcp,14.474602763451859,181243,37903,271,32.33677892745311,6
icmp,1.1631181792527974,2122,4908,6,1.624394844167576,0
tcp,18.866453242971005,117483,158601,239,19.409603834482088,13
udp,0.7879075925406084,5510,4304,10,2.763366771884628,0
icmp,12.12639794209254,138970,184162,281,36.763512564099,6
udp,1.873076828224284,6021,4265,7,1.9446284588020917,0
icmp,0.47301538458109194,4417,4877,5,1.7847045638516925,0
udp,0.2630640538604634,4791,3862,10,3.9292252344442313,0
icmp,0.0,8044,2476,11,2.2883414903683725,0
icmp,0.4858859351606155,4069,2360,8,2.759903868084956,0
icmp,0.8303421676538568,4862,2974,10,4.134124956831411,0
udp,0.8512677058376098,2406,1471,11,2.4367781876220747,0
udp,0.8232704918889789,3234,2982,6,3.2214251683340653,0
icmp,0.8514240315559114,2712,3205,6,2.1623079623787764,0
tcp,0.8963710602038829,3230,4566,9,2.8324754528100216,0
tcp,1.3004298147684383,4290,3218,11,2.439358874903269,0
udp,0.6578470960234174,2780,2938,7,1.0235447911477833,0
icmp,0.37498229054054116,4289,6337,8,2.9508785125617445,0
udp,0.924535653357299,3162,4879,7,2.6044417923073224,0
tcp,0.7642517669658773,5286,2783,9,2.1913732306481757,0
udp,0.6034189671487095,2670,3025,6,2.9085624030633457,0
icmp,0.94642809003386,3619,5617,6,2.736566303381601,0
udp,0.6474067981731255,5189,2144,11,2.6920965748770507,0
icmp,0.5118789422503962,3406,4134,4,2.9965698453753373,0
udp,0.40432732317164416,2238,4103,8,1.4813662620450998,0
icmp,0.5947399597901549,4021,4349,7,2.08156820226269,0
udp,0.02058313599440731,3838,3257,3,2.8166306197817312,0
icmp,1.399593265751901,3822,3675,7,3.7846994628607753,0
tcp,0.8906112422363917,5553,2564,10,2.6674243058177813,0
icmp,9.294582164066195,39234,15071,208,19.149171652538513,10
icmp,20.052571465324732,86601,312731,331,35.63541422187085,5
udp,0.6003438006818316,3815,4722,5,1.8939423893425016,0
icmp,0.8983767221664407,4901,2011,5,0.9723074480956673,0
icmp,0.6700814724631106,3096,3396,8,2.6815519142484856,0
udp,7.279024799882841,174973,185985,185,27.546554218053565,9
icmp,1.4171460525141817,3936,2417,12,2.305482125687774,0
udp,0.8472104659924474,5209,3775,8,2.4780218566506513,0
udp,1.3913385594598793,3012,5365,5,2.7858792158180044,0
icmp,0.4336729539110616,3443,4064,10,2.0399289536683853,0
tcp,0.8156234370841737,2474,3183,7,2.6314910017545388,0
tcp,0.8119354798980659,2201,6590,8,2.2414780095658613,0
tcp,0.741153884989163,4066,4702,5,1.8452940259494908,0
icmp,1.4367857667694524,3940,3165,7,2.1948703017313425,0
tcp,1.9778023284883928,3358,2314,6,4.168913959289516,0
udp,0.9172510092949276,2533,1680,12,3.700043943185925,0
tcp,0.6043395962058377,3008,2300,8,2.228474677937112,0
tcp,0.4138769860148944,3626,5229,5,2.5115059309168335,0
udp,7.912853488472672,141664,172211,325,38.725508051001796,4
udp,0.2315448512942655,5378,3778,1,2.8786981772932982,0
udp,9.347023212056948,138533,98537,367,35.59229574170235,2
tcp,0.3039304695862267,3139,5441,6,3.1278400764944925,0
icmp,0.0,3833,3497,10,2.0830743984971036,0
tcp,1.321769598515644,5063,3330,14,2.9379555535292203,0
tcp,1.330742783512857,3500,3682,5,2.754154217279118,0
icmp,0.9959794325983576,4747,5559,7,2.3812254698662834,0
udp,0.6712889728527278,4511,2336,10,3.6489754966573553,0
udp,0.8974564005261751,4146,1776,11,2.4522174351866854,0
tcp,0.9318410580023245,6254,3910,1,1.6730248838321042,0
icmp,9.868661628852102,133013,155557,268,49.26281408120116,13
udp,0.3306767395987658,2887,2668,5,3.8365025097178034,0
udp,1.8558233283740748,4236,6212,7,2.275639680295242,0
udp,0.838901925681935,2841,4978,7,2.057991876902106,0
udp,1.1189538675059507,5298,3948,17,1.675974316637992,0
udp,0.6384554502910958,4318,3364,8,4.024141411076593,0
tcp,1.5797439843410879,2358,2421,5,2.765828390743382,0
tcp,0.34236797846132705,1902,2903,5,3.2891643809101074,0
tcp,0.6352173831828966,1800,4616,5,3.1846798804586904,0
icmp,1.4152122003252878,6150,3203,7,2.6973458110418416,0
udp,0.46435102154637314,3815,3398,7,3.245092461340554,0
tcp,0.44645196230041734,3274,3951,6,2.6328369124535316,0
icmp,1.4512463815135945,3361,4606,3,2.9960358335250237,0
icmp,0.560715087973507,4064,1949,16,2.152237350168577,0
icmp,7.385880149570687,194697,49343,221,20.123328263104312,1
udp,0.8880753035258238,3106,2430,12,2.2070183143948947,0
icmp,0.6606358994011052,3602,4750,6,4.409521569067515,0
tcp,1.4041372732869306,4186,2816,11,1.7744689948328698,0
icmp,1.0167502055588837,2606,3778,8,2.930755793587357,0
tcp,0.6617560448536101,4861,2902,11,3.395251218873835,0
udp,8.796849510274228,30931,80940,338,31.88969713660983,14
tcp,14.150967816254457,173832,118430,321,18.953169089280255,12
tcp,0.7751877128867508,884,6298,11,3.0972692926053345,0
tcp,1.2897492416290157,4739,1385,7,2.68821597264532,0
tcp,1.080290753792979,3444,3813,6,2.2233579405691337,0
udp,1.5012119543438527,5233,2162,6,2.829167212936764,0
icmp,0.20830922170793598,5519,2502,4,2.436263571024584,0
udp,0.939419499399389,3018,4634,12,2.2943355826853282,0
udp,1.1496446712641364,3373,3012,8,2.39518861439681,0
tcp,0.242248931938574,4953,5726,15,2.3402928328578723,0
udp,0.7551921437100657,4785,3982,7,1.2980303921643779,0
tcp,0.2768247743382919,4586,4311,10,2.443812213928018,0
udp,1.7679012912882697,3077,1102,7,2.1673841341789464,0
udp,0.0,145127,79177,185,0.01,14
icmp,0.9845017020021551,4932,3861,9,1.5627028913975773,0
tcp,1.5414153486540947,3771,3145,9,3.348376362927856,0
udp,0.8603731109765989,2937,3780,8,1.9156738914558726,0
icmp,0.23048873037883266,5639,3252,6,2.4711269560441558,0
udp,1.2975105582006474,5416,4153,5,3.111505743516786,0
udp,1.2432983319024826,2953,3531,6,3.1699746774720725,0
tcp,0.6117027522814714,2654,3618,10,2.936274180445331,0
icmp,0.7658767956432466,4684,4607,12,3.05298942085516,0
tcp,0.2702876009622194,3692,2180,8,4.171699804263611,0
icmp,0.4802891063681292,3594,4270,12,2.6440108703407463,0
icmp,0.0,4342,3219,10,3.0121012180192177,0
icmp,0.03884533519941624,2448,4835,10,2.71156004246461,0
icmp,0.9641380151147315,4906,2906,6,2.2179232440615397,0
tcp,0.2804558365542972,3453,4404,5,2.485629418605385,0
udp,0.763897096268275,5735,4494,5,2.6100887741526453,0
icmp,0.5641148567003142,92255,82770,84,25.870730835260645,12
icmp,1.5580161924187674,6403,4140,8,1.973432041790288,0
udp,1.4627441314316472,4238,4009,10,3.297807612142301,0
icmp,0.5945876371828033,5275,3003,11,1.629750402391121,0
udp,0.45550526835033295,5200,3279,6,3.379267930549899,0
icmp,0.30281073472924697,5323,1501,1,1.5248456517772093,0
tcp,1.0210853930392554,4214,1793,8,2.414899979079157,0
tcp,0.0,3088,3296,8,3.0791462326874974,0
icmp,0.0,502,2882,7,1.5974322362944977,0
udp,0.6632637067166463,3217,4373,9,3.0163376872660543,0
udp,0.7744026125610108,4009,3280,7,3.1843563851332117,0
tcp,0.9907761938759483,4026,3533,9,1.2800795308203878,0
icmp,0.47409638613716215,2819,1480,7,1.703820833823789,0
tcp,0.8717084549784219,4777,5659,8,1.3165429428528879,0
icmp,0.3952910815610075,4204,3495,8,1.5251456842112558,0
icmp,1.2857783468629145,2502,3549,8,2.9534925982570344,0
udp,0.3484961529352723,2980,4117,11,2.157964834545686,0
icmp,0.8084627961717691,3361,2688,10,1.9045563415544198,0
tcp,0.8526908763862019,3465,5358,9,2.597276123832281,0
tcp,1.856091301434709,6177,2557,6,1.2851700176926415,0
icmp,1.1807571921942386,3127,3707,9,3.9108528280477595,0
udp,0.44773992612109154,5387,1905,7,3.3294353026216785,0
icmp,0.19364306230709394,3706,3339,7,1.1403678202241736,0
udp,0.3142071693425322,6576,1911,5,2.3307345964526114,0
udp,12.761816811361923,166617,238090,355,23.96583685058705,15
tcp,1.3829233005997845,4665,3119,10,2.408820441561722,0
tcp,0.30071910142070013,5926,4184,3,2.3704492197284894,0
icmp,0.46261554761324414,4053,5212,10,0.8992483265531008,0
icmp,20.817965755196035,102521,128393,213,20.05097380236652,9
udp,0.0233445270020205,5144,6294,3,3.068666879534441,0
udp,0.7842497726243117,3433,5210,6,2.831506444262409,0
udp,0.7307548694436942,4821,3053,7,3.9385908641702434,0
udp,0.5771461671684064,3243,2784,7,2.0211458902808825,0
tcp,0.5646536281134814,4918,3699,5,2.22442855398948,0
icmp,0.10473013306813816,1502,2604,9,3.4268617477129757,0
udp,0.0,5508,2103,8,1.5557601428303522,0
udp,0.6563800331727672,5160,3958,8,1.7669924565310788,0
icmp,0.0,41460,251247,79,16.457204017582235,13
tcp,0.0,5295,4777,9,2.734718395269586,0
icmp,0.9135723553727132,3502,4414,12,2.299565453213063,0
tcp,0.8856892541992567,4062,2406,4,1.498513272500109,0
icmp,1.5490058006589584,5523,3503,11,3.783896383579143,0
icmp,0.8326868053449817,4372,3470,7,2.7333048835822815,0
udp,0.6111764231929723,6849,4116,10,2.5782188924094394,0
icmp,1.267815918715394,3564,4197,9,1.784114147918022,0
tcp,15.010573720299263,81123,89205,326,35.18910232492079,7
icmp,0.2865291403453002,4525,3749,14,1.8808122323790077,0
tcp,0.9865850250533655,3333,4686,11,2.3692049885002295,0
icmp,1.2112479528297508,3080,3266,7,2.431783235984385,0
icmp,0.5795898571596544,2639,3870,3,2.1726719870427615,0
icmp,0.7833017336169522,5368,4998,4,3.070923576416011,0
icmp,28.927211640481644,162023,176404,161,38.38384794584671,12
tcp,1.478268333647622,4368,3596,9,1.7415759127928903,0
tcp,1.1720576802085696,6056,3792,12,1.6231343219773424,0
tcp,0.24289589197827444,5445,3450,7,3.287451122528082,0
tcp,1.000269734648067,3503,4080,6,1.8859449867601983,0
tcp,1.0841122539652812,5591,4141,8,3.0823893090019805,0
tcp,0.5813200693911367,5378,1981,12,1.82530303643103,0
udp,10.925953974895442,142587,122779,131,21.562797680852757,4
tcp,12.175795096767414,34226,128098,229,19.27903794769148,12
tcp,9.101242428673437,183162,179431,372,26.503078246876736,16
icmp,1.0520175432573016,3830,2665,10,2.440469789946521,0
tcp,0.29512093890077107,5076,5037,8,3.3305249988027796,0
udp,0.4394962893258054,4439,2676,14,3.142803078557841,0
icmp,1.300816122054145,3530,5188,9,4.430398969821391,0
icmp,1.2500738487354992,3973,3609,8,2.26814776875239,0
icmp,0.06288991869924865,4098,3738,4,1.6877537437411116,0
udp,0.943939560187844,6162,4007,8,1.8088059531905776,0
tcp,0.3486800087113602,2728,4098,4,2.575503035077453,0
tcp,13.917941294446981,78468,124372,377,18.516773608794196,10
tcp,0.0,2260,3824,7,2.611086624766795,0
icmp,0.49322568693442786,3174,2786,8,2.9377729369734507,0
tcp,6.989819190561892,130328,134594,200,18.150990688869538,9
tcp,0.8603674884080229,1916,3517,11,2.9185206023091523,0
udp,0.2723023876295235,3298,3280,12,2.073158678887527,0
tcp,14.690211492318298,157191,110917,223,32.110241191443215,4
icmp,0.6999437707415982,2120,3578,5,2.0239281825716096,0
udp,0.5200951376390817,3938,4401,7,2.4144588583740156,0
udp,15.554755901883155,63387,220142,350,42.3341566389242,8
udp,0.21750676898808374,4329,3225,5,1.8853173361398934,0
icmp,0.046018804454038276,5090,3438,6,1.8133543559276581,0
tcp,0.0,2865,3598,11,1.4383073276117324,0
tcp,1.1535066654043187,3150,2800,4,2.8259576897661556,0
udp,0.0,2578,2924,7,1.867378434515743,0
udp,0.2452793467769122,4938,4687,10,1.9539642977873886,0
tcp,0.5268512909291492,3615,1678,6,2.0684238288387493,0
tcp,0.0,5052,4597,4,2.1672021248552724,0
udp,5.18893136437063,86272,137844,119,31.047301895728147,1
tcp,1.3433313386919825,1771,4351,10,2.0823256903606944,0
icmp,2.059264975193903,3380,1714,3,3.4196073974375643,0
icmp,0.0,4123,2526,7,1.8591738379208238,0
tcp,0.383585606982487,2054,4786,9,2.8761075134924745,0
icmp,0.6329013931273291,5455,3462,8,3.3357044562532603,0
icmp,0.0,4013,3059,4,2.6264108028274418,0
icmp,1.1688226504877453,4770,3186,5,2.7154940495832482,0
tcp,0.8305759540886832,5489,5264,4,2.029848874316638,0
tcp,0.43733440947514607,3017,3670,5,1.5634811496148742,0
tcp,1.2764893787821436,2392,3262,5,3.565400580368161,0
udp,0.9157830175370203,2812,3023,9,2.5957344183417153,0
udp,0.255761094588437,3626,2849,5,2.992533395960867,0
udp,0.05182394210859709,3868,3510,7,2.8261569302977008,0
icmp,13.947008127077751,114741,176398,224,22.02529689440554,6
tcp,0.6820538949330448,2561,2482,3,1.7918434241965802,0
tcp,0.7265971815052138,3066,4363,5,2.3060142822068275,0
tcp,0.7763622517633559,4014,2251,3,2.436513796405075,0
udp,0.6261557615633648,4292,4336,3,2.4586695890420263,0
tcp,1.2350551335033928,3358,3935,6,1.987368460790624,0
tcp,1.4755179031083823,3096,2604,9,3.119334283485625,0
tcp,0.07577412046338239,2698,4229,6,2.3728804692278196,0
icmp,1.2226155114936967,4858,3459,8,3.3715372274880315,0
icmp,1.2257770638844718,4746,3468,5,1.3390239815759923,0
udp,0.6369056064267695,4703,4030,11,1.8802265183642617,0
icmp,0.6119973069636246,3995,4497,8,2.213576784936458,0
icmp,0.7070200306656935,6681,4009,5,3.2050372845544643,0
udp,1.357302365714688,3818,3265,6,1.9926984572891462,0
tcp,0.756318861422673,3561,4070,10,2.19911207329228,0
tcp,0.5679250645492967,3623,2261,6,2.700304993807403,0
tcp,0.3292597946063135,2461,4552,10,2.780793958743151,0
udp,0.4833855964009788,4358,3202,10,3.645837027709787,0
tcp,1.3276915650961123,4573,2352,8,2.694516245107137,0
udp,19.099426282796223,120650,174150,258,32.16711565164133,8
icmp,0.9720472624948183,4179,4045,10,3.1706283202682437,0
udp,0.2507430641514814,5348,3420,2,2.65298022575219,0
tcp,1.4464552966773088,4701,3179,3,2.5344014651371536,0
udp,1.010185020885551,5000,3332,10,2.8087469695275464,0
udp,0.4249389132413471,4377,1116,11,3.4447597954114446,0
udp,0.8811959480929907,1185,3653,6,1.8400927138786614,0
icmp,1.3056944331212472,2728,4232,10,2.3635875923492438,0
udp,0.4052309148198484,3154,4788,8,3.1851874862329126,0
udp,1.5459147755718181,2447,4199,9,4.083039064660742,0
tcp,0.6196625680256133,1968,2394,5,2.875140104325214,0
icmp,1.032019497481406,2297,3225,4,2.773108596883764,0
udp,3.3970010433505653,44248,150431,191,16.292295588785727,9
udp,0.886326264349732,1378,3725,11,3.2419345139245737,0
udp,0.5368788659029509,4952,3814,9,1.5839953177296007,0
tcp,0.6027674120880506,3705,3701,7,2.5386674055182468,0
tcp,0.5495678615430578,2561,5539,7,2.8191635415447727,0
tcp,0.12363964510981706,5276,3818,7,1.6464289695437895,0
udp,0.7634266985381221,5026,5592,9,2.122510941424771,0
icmp,0.8402271780373529,3438,2271,7,1.0776469850544717,0
icmp,0.47769689434153156,4492,3968,11,2.28722158943905,0
tcp,9.257809990678327,141424,160810,310,34.638781601820256,6
udp,0.0,2912,4180,7,2.7081798395253447,0
tcp,0.6528851252530234,2658,6118,10,1.663913483845524,0
icmp,0.7862528922321609,5332,5057,3,3.6048995023699106,0
udp,1.3032666219349247,4421,2451,11,3.2545261033006065,0
udp,0.38847266160376764,4874,2929,9,2.762535110842245,0
tcp,0.7555356951143892,6094,3142,6,2.6434513944740763,0
udp,1.0799469101818513,6734,4510,8,1.0271131782840957,0
icmp,0.6753263758609843,5024,2723,3,1.456565925610953,0
udp,25.561419730579576,110605,113117,109,28.312416618329173,8
udp,0.043034403044512226,3757,5035,8,1.5983884010444371,0
icmp,0.468460816102085,5384,5636,4,3.8493974978142536,0
udp,1.5026385999567367,2912,4806,7,2.8757436118906377,0
udp,10.436271027803757,92591,58133,317,15.03370825708599,7
icmp,1.062116232081301,479,4541,5,1.358608461703398,0
udp,0.17742368502702033,5752,3114,5,1.681529717812535,0
icmp,0.7063101286916011,5851,5149,9,2.0901061241526633,0
udp,0.0,4150,5324,8,2.0146513552160696,0
udp,0.722470161744348,4394,6645,8,2.9693511941690924,0
udp,1.2083648723290512,3439,3371,7,1.0823157579522018,0
tcp,1.303185314197261,4707,4614,7,2.827846074370957,0
icmp,0.026275636706030614,4375,2359,10,1.664771127351368,0
udp,0.6919269711120632,4175,3892,11,2.4008587761232674,0
udp,1.3139190405055294,5095,4085,10,2.3218413124780675,0
icmp,0.0,1565,1867,4,1.7769838054874336,0
icmp,0.0,4918,5130,6,2.698375819738505,0
udp,1.0136550240426383,4484,2781,1,3.043890242124255,0
icmp,1.2848338975939237,4281,2622,3,1.414883377619341,0
tcp,1.171722149157957,3094,4296,8,3.1668944210301158,0
icmp,1.1301677826596208,3559,4118,7,2.0705121022374064,0
udp,1.4875803177957767,3943,4439,4,2.8916834168764183,0
tcp,0.9405125467058965,3437,2610,3,2.7531894929709635,0
tcp,0.6231387431994629,3105,4015,8,2.4739998530756355,0
icmp,1.3923972010477195,3975,3082,6,2.24360037404068,0
icmp,14.893684877113584,147326,92027,187,28.71441317428094,13
tcp,0.0,3257,3243,8,1.9496196591082011,0
icmp,13.430835778310312,114239,164299,88,27.700514408946095,13
udp,0.8000344962450142,5235,5901,8,1.75729082122652,0
udp,1.3122771691857236,3628,3967,7,2.4112601146394974,0
tcp,1.107357063570792,3092,3362,9,1.4813730044699176,0
icmp,1.0583013967368304,3913,3037,11,1.8755995756555666,0
tcp,0.6745580023454769,5981,5175,8,1.9438536578996977,0
udp,0.0,4818,3468,4,2.3083990067591675,0
tcp,0.18233070146167463,3438,3690,4,2.0880697598914395,0
udp,0.8729184562514749,4659,2981,9,2.1627139741332737,0
icmp,0.0,3706,4045,13,0.6038437587778334,0
icmp,0.8897871448801766,4988,3258,8,2.7151125320241314,0
icmp,11.630850574268516,146373,185931,269,17.023997278683325,3
udp,1.2325037565650145,4392,4847,1,2.83551610908167,0
udp,0.0,1821,2710,9,1.9704799012726024,0
icmp,0.46368441510411906,3911,3584,7,2.581602952898412,0
tcp,0.45916665267503887,6735,2934,11,1.9753986301506652,0
udp,0.040428761835772486,867,3096,2,1.3591824026322514,0
tcp,1.3660761119032527,3923,5810,2,3.131932157811808,0
icmp,1.0814140218729549,5389,3315,7,2.574384152475428,0
tcp,0.32589522166449464,1977,2256,11,2.83350456038295,0
tcp,1.0380666497094737,2835,2610,7,2.4569149920883224,0
udp,0.4352481232679395,57157,15159,165,28.738444212546753,6
udp,0.0,5009,5002,8,2.450671648502194,0
icmp,0.35458018920057094,2910,2859,6,2.818006522851465,0
tcp,0.10620279783457764,3484,4308,9,1.4414333601659393,0
icmp,0.30242272752026045,5584,3171,11,3.3282040292648394,0
udp,0.7735564908004066,5436,4454,3,2.5779068827540987,0
udp,0.32211836242194913,1410,3650,9,2.314061394507671,0
icmp,0.9560644641755256,5565,3226,12,1.703589133713109,0
tcp,16.875023153059594,132270,221478,124,23.04117325223144,8
icmp,1.4550262738049533,4637,5284,7,2.9052885242151936,0
tcp,1.3195610535929339,3578,4585,5,2.7196137973071566,0
udp,1.1172902762031558,2892,4454,8,2.4605089964328424,0
icmp,0.3840026697711266,3909,4147,8,3.5221362214683056,0
udp,0.8939221970441887,2466,6193,13,1.8204442194921797,0
udp,1.0703488408777646,2506,3540,11,2.3931420297792667,0
tcp,1.2857785584432837,3886,3979,9,2.4791540896949478,0
tcp,1.1339549247101162,3706,5176,7,2.017998027402421,0
icmp,0.0,4276,4069,10,2.6139016065150105,0
udp,1.2938803038316613,3674,3453,5,1.3887478510937314,0
udp,1.1042738063522448,5014,2262,6,1.888033174906176,0
tcp,0.1510565354984469,4064,4742,6,2.940112559847434,0
tcp,0.10124089319416929,3205,3621,10,0.9148436694993447,0
tcp,0.49553926789192493,3905,3272,6,1.524552813326036,0
udp,0.5487934740805268,3340,3294,7,3.3495200142136863,0
udp,0.36436849708404573,4419,4333,5,3.2500508518034312,0
tcp,0.8540616209183047,3017,3121,9,2.152400924213963,0
udp,0.0,5644,2717,4,2.483786481011677,0
tcp,0.17719270527297715,1389,2522,2,1.9610220227467938,0
icmp,0.0,4044,5115,4,2.574257001489814,0
icmp,0.8839928123919008,4582,1200,6,3.1156266848579794,0
icmp,0.45265523847932515,5494,4707,7,1.6881680645549195,0
tcp,0.0,3167,3213,7,3.345676787165627,0
icmp,1.233641307777551,5811,3674,13,1.9212778827364378,0
